lat,lon,dist,time,speed
50.264141,18.996169,0.0,0,0.0
50.264141,18.996169,0.0,5,0.0
50.264145,18.996241,5.142896859241994,6,5.953938873115946
50.264153,18.996315,10.483575372634235,7,5.7028805864588765
50.264173,18.996436,19.377218237230586,10,3.250587697341745
50.264217,18.996455,24.458460279624582,14,1.6166906919188402
50.264264,18.996434,29.899705430031528,18,3.0680526069767278
50.264609,18.996409,68.34611116706171,25,5.509039166005131
50.264668,18.996396,74.97879001747486,26,6.707639579816285
50.264731,18.996386,82.02792741282077,28,3.663684553098972
50.264794,18.99641,89.24600709963732,31,2.4060265622721864
50.264839,18.996398,94.32764415802889,32,5.081637058391562
50.264901,18.996453,102.26191715357425,34,3.9985212256483074
50.265019,18.996486,115.60586586124424,37,4.460455471423018
50.265068,18.996499,121.13840804377247,38,5.532542182528226
50.265125,18.996545,128.2781850588598,39,7.2094670971694725
50.265359,18.996687,156.21813251365157,45,4.6834242689170535
50.265398,18.996715,160.99496654875213,46,4.880383529897534
50.265447,18.996747,166.9058365155465,49,2.2095344850179464
50.265501,18.996758,172.96783703918203,52,2.4209238445169725
50.265515,18.99685,179.6973979316109,55,2.2678180851232392
50.265548,18.996896,184.61770714925092,57,2.460154608820005
50.265556,18.996973,190.16883421410637,59,2.9502123521100425
50.265516,18.997049,197.17415296509876,61,3.642612071131283
50.265454,18.997128,206.07566134470872,63,4.478751261017588
50.265422,18.997163,210.42219433568238,64,4.460083972485545
50.265391,18.997198,214.67797385178363,65,4.255779516101243
50.265365,18.997231,218.40507545924038,66,3.7271016074567456
50.265309,18.997295,226.12530935871968,68,3.860116949739651
50.265278,18.997334,230.5536864547491,69,4.428377096029448
50.265246,18.997376,235.20360000698324,70,4.756227080706996
50.265214,18.997427,240.28887081186582,71,5.182661397293009
50.265187,18.997475,244.83864456159503,72,4.549773749729218
50.265158,18.997517,249.23796129632257,73,4.399316734727546
50.265104,18.99758,256.7368183890529,75,3.749428546365184
50.26503,18.997682,267.7159496738637,78,3.6748593891332964
50.26497,18.99773,275.2178202963537,80,3.784113596226292
50.264921,18.997775,281.5429503031112,82,3.1625650033787314
50.264869,18.997861,289.96668520765553,85,2.827627779646132
50.264848,18.997894,293.2801847607239,86,3.313499553068344
50.264827,18.997925,296.4943918204966,87,3.2142070597727246
50.264806,18.997956,299.70859954724284,88,3.214207726746237
50.264784,18.997993,303.3044301393692,89,3.595830592126359
