lat,lon,dist,time,speed
50.264261,18.995833,0.0,0,0.0
50.264269,18.995931,7.030381868854172,4,1.910926954744632
50.264295,18.996053,16.18173241901763,8,2.7357267874823625
50.264306,18.996094,19.345867028985456,9,3.318395369752711
50.264351,18.996173,26.87562229719009,11,3.8954208501475
50.264443,18.996253,38.59289642176846,14,3.9199562484876136
50.264554,18.996358,53.03278653283428,17,4.859245785323487
50.264688,18.996445,69.183292752856,20,5.4755907967690804
50.264736,18.996445,74.52662831088904,21,5.436104753013895
50.264785,18.99647,80.2640577906441,22,6.076026418240993
50.264847,18.99652,88.02899616444442,23,7.764938373800321
50.264918,18.996538,96.03579701192282,24,8.00680084747841
50.264971,18.996576,102.52588083108728,25,6.566672519608413
50.265024,18.9966,108.66802154136228,26,6.2230131371239645
50.265086,18.996621,115.72975214899333,27,7.132183338554406
50.265147,18.996635,122.59293051603045,28,6.863178367037119
50.265218,18.996656,130.6366414471589,29,8.043710931128453
50.265348,18.996673,145.1586480540808,31,7.414321882200082
50.265472,18.996709,159.1979589910225,33,7.090526277790149
50.265495,18.996783,165.05317699208217,35,3.289512799790165
50.265431,18.997039,184.61348848029203,40,3.932458699164149
50.265378,18.997125,193.11405741966811,42,4.250284469688044
50.265302,18.997252,205.49337860335183,44,6.269920114499078
50.265268,18.997301,210.63953934347438,45,5.2424202772363335
50.265238,18.997351,215.51928591769223,46,4.879746574217858
50.265214,18.99739,219.3715077734913,47,3.8522218557990606
50.265195,18.997421,222.42759833170612,48,3.2155387573484115
50.265173,18.997517,229.6846209659836,52,1.831399354223699
50.265133,18.997613,237.8390038550178,54,4.0771914445171
50.265095,18.997662,243.32097093298083,55,6.249156986655914
50.264981,18.997768,258.0838461478316,58,5.021536779039907
50.264928,18.997791,264.20658328774397,60,3.1019312566714916
50.264789,18.997961,283.84756986945143,64,4.967194592415901
50.264677,18.998169,303.2001950861013,67,6.485231965149001
50.264637,18.998242,310.04212946905693,68,6.9146269675717305
50.26461,18.998324,316.60586345032334,69,6.563733981266393
50.264591,18.998398,322.2806118667995,70,5.6747484164761515
50.264573,18.998474,328.0480567049055,71,5.8534963876810355
50.264553,18.99854,333.2456198654664,72,6.558556457637587
50.264525,18.998599,338.4746169068033,73,5.59842924920107
50.264497,18.998655,343.5338085966765,74,5.157074806019635
50.264464,18.998712,349.0062140419371,76,2.7362027226302925
